iditem,documento,titulo,idCurricula
9057,INTERNO 71,Dispercion de viaticos,175
9058,INTERNO 69,Dispercion de nomina,175
9059,INTERNO 75,Dispersion de proveedores y servicios,175
9060,INTERNO 73,Dispersion de Impuestos,175
9061,INTERNO 10,Administracion de la banca electronica,175
9062,iLearn,Código de Ética,175
9063,PC-028-G,Mejora Continua e Innovación,175
9064,MIGC-ISO 9001 Y 17025,Manual Integral del sistema de gestión de Calidad,175
9065,PC-008-G,Control de Documentos ,175
9066,PC-013-G,Procedimientos de Calidad,175
9067,HS01,Política y Procedimientos de los Programas de seguridad ,175
9068,MS.01,Manual del sistema de gestión ambiental,175
9069,HSPA36,Reglamento de seguridad e higiene,175
9070,PA 03,PRE ,175
9071,PA44701,Preparación y respuesta ante emergencias de incendios,175
9072,FI01-PG05,Matriz Aspectos Ambientales Significativos y Requisitos Legales,175
9073,PG 02,"Objetivos, Metas y planes",175
9074,PG 05,Política y Aspectos ambientales (significativos) ,175
9075,PA 02,Comunicación ,175
9076,HSAP06,Plan de Seguridad contra Incendios (NOM-002-STPS) ,175
9077,HSAP12,Plan de Acción de Emergencia (NOM-002-STPS & PIPC) ,175
9078,PA 01,Control de SOAs ,175
9079,PG 05,Requerimientos legales,175
9080,INTERNO 1,1. Planeación,175
9081,INTERNO 2,2. Organización,175
9082,INTERNO 3,3. Dirección,175
9083,INTERNO 4,4. Control,175
9084,INTERNO 5,5. Auto-Administración y Disciplina,175
9085,INTERNO 6,6. Comunicación,175
9086,INTERNO 7,7. Creatividad / Innovación,175
9087,INTERNO 8,8. Participación e Iniciativa,175
9088,INTERNO 9,9. Habilidad de Mando y Autoridad,175
9089,INTERNO 10,10. Vitalidad,175
9090,INTERNO 11,11. Liderazgo,175
9091,INTERNO 12,12. Tolerancia a la Frustración,175
9092,INTERNO 13,13. Flexibilidad al Cambio,175
9093,INTERNO 14,14. Competencias de la Organización,175
9094,INTERNO 15,15. Integridad,175
9095,INTERNO 16,16. Enfoque Comercial,175
9096,INTERNO 17,17. Profesionalismo,175
9097,INTERNO 18,18. Responsabilidad,175
9098,INTERNO 19,19. Servicio al Cliente,175
9099,INTERNO 20,20. Enfoque a Resultados,175
9100,ICT-RH-019-19,Inducción,176
9101,INTERNO 54,Control de fondo fijo de caja,176
9102,INTERNO 72,Dispercion de viaticos Contabilización,176
9103,INTERNO 70,Dispercion de nomina Contabilización,176
9104,INTERNO 76,Dispersion de proveedores y servicios Contabilización,176
9105,INTERNO 74,Dispersion de Impuestos Contabilización,176
9106,INTERNO 43,"Cash Flow (Control de saldos, proyeccion de flujo y elaboracion de estadisticas mensuales)",176
9107,INTERNO 239,Reporte IFIT Londres,176
9108,INTERNO 238,Reporte Forecast Houston,176
9109,INTERNO 10,Administracion de la banca electronica,176
9110,iLearn,Código de Ética,176
9111,PC-028-G,Mejora Continua e Innovación,176
9112,MIGC-ISO 9001 Y 17025,Manual Integral del sistema de gestión de Calidad,176
9113,PC-008-G,Control de Documentos ,176
9114,HS01,Política y Procedimientos de los Programas de seguridad ,176
9115,MS.01,Manual del sistema de gestión ambiental,176
9116,HSPA36,Reglamento de seguridad e higiene,176
9117,PA 03,PRE ,176
9118,PA44701,Preparación y respuesta ante emergencias de incendios,176
9119,FI01-PG05,Matriz Aspectos Ambientales Significativos y Requisitos Legales,176
9120,PG 02,"Objetivos, Metas y planes",176
9121,PG 05,Política y Aspectos ambientales (significativos) ,176
9122,PA 02,Comunicación ,176
9123,HSAP06,Plan de Seguridad contra Incendios (NOM-002-STPS) ,176
9124,HSAP12,Plan de Acción de Emergencia (NOM-002-STPS & PIPC) ,176
9125,PA 01,Control de SOAs ,176
9126,PG 05,Requerimientos legales,176
9127,INTERNO 1,1. Planeación,176
9128,INTERNO 2,2. Organización,176
9129,INTERNO 3,3. Dirección,176
9130,INTERNO 4,4. Control,176
9131,INTERNO 5,5. Auto-Administración y Disciplina,176
9132,INTERNO 6,6. Comunicación,176
9133,INTERNO 7,7. Creatividad / Innovación,176
9134,INTERNO 8,8. Participación e Iniciativa,176
9135,INTERNO 9,9. Habilidad de Mando y Autoridad,176
9136,INTERNO 10,10. Vitalidad,176
9137,INTERNO 11,11. Liderazgo,176
9138,INTERNO 12,12. Tolerancia a la Frustración,176
9139,INTERNO 13,13. Flexibilidad al Cambio,176
9140,INTERNO 14,14. Competencias de la Organización,176
9141,INTERNO 15,15. Integridad,176
9142,INTERNO 16,16. Enfoque Comercial,176
9143,INTERNO 17,17. Profesionalismo,176
9144,INTERNO 18,18. Responsabilidad,176
9145,INTERNO 19,19. Servicio al Cliente,176
9146,INTERNO 20,20. Enfoque a Resultados,176
9147,ICT-RH-019-19,Inducción,184
9148,Monthly Compliance,Preparacion de Declaracion Mensual de Impuesto sobre la Renta ISR,184
9149,Monthly Compliance,Preparacion de Declaracion Mensual de Impuesto al Valor Agregado IVA,184
9150,Monthly Compliance,Preparacion de Declaracion Mensual de Impuestos retenidos.,184
9151,Monthly Compliance,"Respaldo de CFDI recibidos, emitidos",184
9152,Monthly Compliance,"Preparación de la Provision de ISR Corriente y Diferido, Provision de PTU  Reporte en Cognos",184
9153,Monthly Compliance,Preparacion y envio  de Cuestionarios de cumplimiento,184
9154,Monthly Compliance,Cancelacion de CFDI,184
9155,Monthly Compliance,Preparacion de Polizas de pago de impuestos Federales,184
9156,Monthly Compliance,"Cierre mensual de Hicad elaboracion de revaluacion, balanzas, reportes de Cognos, ",184
9157,Monthly Compliance,Preparacion de Balanza y Catalogo de cuentas y envio de la contabilidad electronica,184
9158,Monthly Compliance,Analisis de Variaciones en Pagos mensuales de impuestos Federales,184
9159,Monthly Compliance,Liberacion de tramites de Comercio Exterior,184
9160,Monthly Compliance,Constancias de Retencion de ISR,184
9161,Monthly Compliance,Coordinacion de pago de Impuestos Estatales y Contribuciones de Seguridad Social,184
9162,Monthly Compliance,"Coordinacion de pago de Nominas y prestaciones: Vales de despensa, Fondo de ahorro, PTU, Aguinaldo, etc.",184
9163,Monthly Compliance,Coordinacion de Timbrado de CFDI Sueldos y Salarios,184
9164,Annual Compliance,Declaracion Anual Informativa de Sueldos y Salarios Anexo 1,184
9165,Annual Compliance,Declaracion Anual Informativa de Retenciones ISR e IVA Anexo 2,184
9166,Annual Compliance,Declaración Anual Informativa de Pagos y retenciones al extranjero,184
9167,Annual Compliance,Declaracion Anual Informativa de Operaciones con Partes relacionadas Anexo 9,184
9168,Annual Compliance,Relacion de socios y accionistas residentes en el extranjero,184
9169,Annual Compliance,Elaboracion y envio de la Declaración Anual ,184
9170,Annual Compliance,Preparacion de papeles de trabajo para auditoria externa,184
9171,Annual Compliance,Coordinacion de requerimientos por auditoria interna,184
9172,Annual Compliance,Coordinacion de requerimientos por auditoria externa,184
9173,Annual Compliance,Coordinacion de requerimientos para la elaboracion del Estudio de precios de transferencia,184
9174,Annual Compliance,Coordinacion de requerimientos para la preparacion del Dictamen Fiscal,184
9175,Annual Compliance,Coordinacion de requerimientos para la elaboaracion del Dictamen de Contribuciones de Seguridad Social IMSS e Infonavit,184
9176,Annual Compliance,Coordinacion de requerimientos para la elaboración del Dictamen de Contribuciones Locales.,184
9177,Annual Compliance,Coordinación para la presentacion de Declaraciones Anuales de Grado de Riesgo,184
9178,Annual Compliance,Generacion de Contancias de Retencion pagos al extranjero,184
9179,Annual Compliance,Informe Anual ante la Secretaria de Economía,184
9180,Annual Compliance,Preparacion de Financial Foreign Information for US ,184
9181,Trimestrales,Informe Trimestral ante la Secretaria de Economía,184
9182,Trimestrales,Cuestionarios Tax Compliance Trimestrales ,184
9183,Trimestrales,Declaracion de Operaciones Relevantes,184
9184,Controles,"Control de alta de oficinas, sucursales, cambio de domicilio o modificaciones en el Padrón de Contribuyentes",184
9185,Controles,"Atencion a requerimientos y oficios de autoridades tributarias SAT, IMSS, Infonavit, ",184
9186,Controles,Presentacion de avisos de devolucion compensación,184
9187,Controles,"Coordinacion de documentacion oficial para licitaciones, contratos etc.",184
9188,Controles,"Presentación de Trámites ante las dependencias u organismos gubernamentales: Sat. IMSS, Infonavit, Fonacot, Gobiernos estatales, etc.",184
9189,Controles,Obtencion de Opinion de cumplimiento ,184
9190,Controles,Consulta y atención de comunicados a través del Buzon Tributario,184
9191,Proyectos,Liquidación de Hi Cad,184
9192,Proyectos,Automatizacion del proceso para la elaboracion de Pagos de impuestos federales mensuales,184
9193,Proyectos,Padron de Importaciones por sectores,184
9194,Proyectos,"Preparación de la Provision de ISR Corriente y Diferido, Provision de PTU  Reporte en Cognos",184
9195,MIGC-ISO 9001 Y 17025,Manual Integral del sistema de gestión de Calidad,184
9196,iLearn,Código de ética,184
9197,PC-028-G,Mejora Continua e Innovación,184
9198,PC-008-G,Control de Documentos ,184
9199,HS01,Política y Procedimientos de los Programas de seguridad HS01,184
9200,MS.01,Manual del sistema de gestión ambiental,184
9201,MSBC-011,Reglas generales de seguridad,184
9202,PA 03,PRE PA03,184
9203,PA44701,Preparación y respuesta ante emergencias,184
9204,PG 02,"Objetivos, Metas y planes",184
9205,PG 05,"Política, Aspectos ambientales (significativos)  y Requerimientos Legales PG05",184
9206,PA 02,Comunicación PA02,184
9207,HS03,Clasificaciones de Accidentes / Incidentes,184
9208,HS03,FR6401B Informe de investigación de accidente/incidente,184
9209,PA 01,Control de SOAs PA01,184
9210,sin documentar,Reglas de Seguridad,184
9211,HSAP02,Elaboración de Reportes y Notificación de Accidentes/incidentes HSAP02,184
9212,INTERNO 1,1. Planeación,184
9213,INTERNO 2,2. Organización,184
9214,INTERNO 3,3. Dirección,184
9215,INTERNO 4,4. Control,184
9216,INTERNO 5,5. Auto-Administración y Disciplina,184
9217,INTERNO 6,6. Comunicación,184
9218,INTERNO 7,7. Creatividad / Innovación,184
9219,INTERNO 8,8. Participación e Iniciativa,184
9220,INTERNO 9,9. Habilidad de Mando y Autoridad,184
9221,INTERNO 10,10. Vitalidad,184
9222,INTERNO 11,11. Liderazgo,184
9223,INTERNO 12,12. Tolerancia a la Frustración,184
9224,INTERNO 13,13. Flexibilidad al Cambio,184
9225,INTERNO 14,14. Competencias de la Organización,184
9226,INTERNO 15,15. Integridad,184
9227,INTERNO 16,16. Enfoque Comercial,184
9228,INTERNO 17,17. Profesionalismo,184
9229,INTERNO 18,18. Responsabilidad,184
9230,INTERNO 19,19. Servicio al Cliente,184
9231,INTERNO 20,20. Enfoque a Resultados,184
9232,ICT-RH-019-19,Inducción,185
9233,Monthly Compliance,Preparacion de Declaracion Mensual de Impuesto sobre la Renta ISR,185
9234,Monthly Compliance,Preparacion de Declaracion Mensual de Impuesto al Valor Agregado IVA,185
9235,Monthly Compliance,Preparacion de Declaracion Mensual de Impuestos retenidos.,185
9236,Monthly Compliance,Control de impuestos pagados por importacion,185
9237,Monthly Compliance,Preparación y envio de Declaracion Informativa de operaciones con terceros (DIOT),185
9238,Monthly Compliance,"Preparación de la Provision de ISR Corriente y Diferido, Provision de PTU  Reporte en Cognos",185
9239,Monthly Compliance,Cancelacion de CFDI,185
9240,Monthly Compliance,Preparacion de Polizas de pago de impuestos Federales,185
9241,Monthly Compliance,"Cierre mensual de Hicad elaboracion de revaluacion, balanzas, reportes de Cognos, ",185
9242,Monthly Compliance,Preparacion de Balanza y Catalogo de cuentas y envio de la contabilidad electronica,185
9243,Monthly Compliance,Constancias de Retencion de ISR,185
9244,Annual Compliance,Declaracion Anual Informativa de Retenciones ISR e IVA Anexo 2,185
9245,Annual Compliance,Declaración Anual Informativa de Pagos y retenciones al extranjero,185
9246,Annual Compliance,Declaracion Anual Informativa de Operaciones con Partes relacionadas Anexo 9,185
9247,Annual Compliance,Relacion de socios y accionistas residentes en el extranjero,185
9248,Annual Compliance,Elaboracion y envio de la Declaración Anual ,185
9249,Annual Compliance,Preparacion de papeles de trabajo para auditoria externa,185
9250,Annual Compliance,Coordinacion de requerimientos para la preparacion del Dictamen Fiscal,185
9251,Annual Compliance,Informe Anual ante la Secretaria de Economía,185
9252,Trimestre,Informe Trimestral ante la Secretaria de Economía,185
9253,Controles,"Control de alta de oficinas, sucursales, cambio de domicilio o modificaciones en el Padrón de Contribuyentes",185
9254,Controles,"Atencion a requerimientos y oficios de autoridades tributarias SAT, IMSS, Infonavit, ",185
9255,Controles,Presentacion de avisos de devolucion compensación,185
9256,Controles,"Coordinacion de documentacion oficial para licitaciones, contratos etc.",185
9257,Controles,"Presentación de Trámites ante las dependencias u organismos gubernamentales: Sat. IMSS, Infonavit, Fonacot, Gobiernos estatales, etc.",185
9258,Controles,Obtencion de Opinion de cumplimiento ,185
9259,INTERNO 115,Liquidación de Hi Cad,185
9260,Proyectos,,185
9261,INTERNO 36,Automatizacion del proceso para la elaboracion de Pagos de impuestos federales mensuales,185
9262,INTERNO 158,Padron de Importaciones por sectores,185
9263,MIGC-ISO 9001 Y 17025,Manual Integral del sistema de gestión de Calidad,185
9264,iLearn,Código de ética,185
9265,PC-008-G,Control de Documentos ,185
9266,PC-028-G,Mejora Continua e Innovación,185
9267,HS01,Política y Procedimientos de los Programas de seguridad HS01,185
9268,MS.01,Manual del sistema de gestión ambiental,185
9269,MSBC-011,Reglas generales de seguridad,185
9270,PA 03,PRE PA03,185
9271,PA44701,Preparación y respuesta ante emergencias,185
9272,PG 02,"Objetivos, Metas y planes",185
9273,PG 05,"Política, Aspectos ambientales (significativos)  y Requerimientos Legales PG05",185
9274,PA 02,Comunicación PA02,185
9275,HS03,Clasificaciones de Accidentes / Incidentes,185
9276,HS03,FR6401B Informe de investigación de accidente/incidente,185
9277,PA 01,Control de SOAs PA01,185
9278,sin documentar,Reglas de Seguridad,185
9279,HSAP02,Elaboración de Reportes y Notificación de Accidentes/incidentes HSAP02,185
9280,INTERNO 1,1. Planeación,185
9281,INTERNO 2,2. Organización,185
9282,INTERNO 3,3. Dirección,185
9283,INTERNO 4,4. Control,185
9284,INTERNO 5,5. Auto-Administración y Disciplina,185
9285,INTERNO 6,6. Comunicación,185
9286,INTERNO 7,7. Creatividad / Innovación,185
9287,INTERNO 8,8. Participación e Iniciativa,185
9288,INTERNO 9,9. Habilidad de Mando y Autoridad,185
9289,INTERNO 10,10. Vitalidad,185
9290,INTERNO 11,11. Liderazgo,185
9291,INTERNO 12,12. Tolerancia a la Frustración,185
9292,INTERNO 13,13. Flexibilidad al Cambio,185
9293,INTERNO 14,14. Competencias de la Organización,185
9294,INTERNO 15,15. Integridad,185
9295,INTERNO 16,16. Enfoque Comercial,185
9296,INTERNO 17,17. Profesionalismo,185
9297,INTERNO 18,18. Responsabilidad,185
9298,INTERNO 19,19. Servicio al Cliente,185
9299,INTERNO 20,20. Enfoque a Resultados,185
9300,ICT-RH-019-19,Inducción,26
9301,ICT-RH-017-19,Sistema de Capacitación,26
9302,PC/001/G,Procedimientos de Calidad,26
9303,PC/002/G,Instrucciones de Trabajo,26
9304,PC/003/G,Control de Documentos,26
9305,PC/004/G,Auditorias Internas ,26
9306,PC/005/G,Acciones Correctivas y Preventivas,26
9307,PC/006/G,Control de Trabajo de Ensayo no Conforme,26
9308,PC/007/G,Revisión por la Dirección,26
9309,PC/009/G,Control  de Equipos de Medición y Materiales de Referencia,26
9310,PC/010/G,Requerimientos del Cliente,26
9311,PC/012/G,Atención de Quejas o Reclamaciones,26
9312,PC/013/G,Control de Registros,26
9313,PC/014/G,Capacitación y Competencia del Personal ,26
9314,PC/016/G,Muestreo Interno de laboratorio,26
9315,Sin Código,Procedimiento Etiquetado (Origen),26
9316,Sin Código,Procedimiento Laboratorio (Origen),26
9317,Sin Código,Procedimiento Inspecciones (Origen),26
9318,PC-028-G,Mejora Continua e Innovación,26
9319,iLearn,Código de ética,26
9320,HS01,Política y Procedimientos de los Programas de seguridad HS01,26
9321,HS03,Clasificaciones de Accidentes / Incidentes,26
9322,HS03,FR6401B Informe de investigación de accidente/incidente,26
9323,HSAP01,Evaluaciones de Riesgos para la Selección del EPP (NOM-017-STPS) HSAP01,26
9324,HSAP02,Elaboración de Reportes y Notificación de Accidentes/incidentes HSAP02,26
9325,HSAP06,Plan de Seguridad contra Incendios (NOM-002-STPS) HSAP06,26
9326,HSAP10,Selección y Seguridad del Respirador (NOM-017-STPS),26
9327,HSAP12,Plan de Acción de Emergencia (NOM-002-STPS & PIPC) HSAP12,26
9328,HSAP20,Seguridad Del Laboratorio,26
9329,MS.01,Manual del sistema de gestión ambiental,26
9330,RA44702,Respuesta ante derrames de materiales peligrosos y/o residuos peligrosos,26
9331,MSBC-011,Reglas generales de seguridad,26
9332,HSPA36,Reglamento de seguridad e higiene,26
9333,PA 01,Control de SOAs PA01,26
9334,PA 02,Comunicación PA02,26
9335,PA 03,PRE PA03,26
9336,PA44701,Preparación y respuesta ante emergencias,26
9337,PA 04,Almacenemiento y RP PA04,26
9338,PA 08,"Manejo, Transporte y Almacenamiento de SQP",26
9339,PG 02,"Objetivos, Metas y planes",26
9340,PG 05,"Política, Aspectos ambientales (significativos) y Requerimientos Legales PG05",26
9341,INTERNO 1,1. Planeación,26
9342,INTERNO 2,2. Organización,26
9343,INTERNO 3,3. Dirección,26
9344,INTERNO 4,4. Control,26
9345,INTERNO 5,5. Auto-Administración Y Disciplina,26
9346,INTERNO 6,6. Comunicación,26
9347,INTERNO 7,7. Creatividad / Innovación,26
9348,INTERNO 8,8. Participación E Iniciativa,26
9349,INTERNO 9,9. Habilidad De Mando Y Autoridad,26
9350,INTERNO 10,10. Vitalidad,26
9351,INTERNO 11,11. Liderazgo,26
9352,INTERNO 12,12. Tolerancia A La Frustración,26
9353,INTERNO 13,13. Flexibilidad Al Cambio,26
9354,INTERNO 14,14. Competencias De La Organización,26
9355,INTERNO 15,15. Integridad,26
9356,INTERNO 16,16. Enfoque Comercial,26
9357,INTERNO 17,17. Profesionalismo,26
9358,INTERNO 18,18. Responsabilidad,26
9359,INTERNO 19,19. Servicio Al Cliente,26
9360,INTERNO 20,20. Enfoque A Resultados,26
9361,ICT-RH-019-19,Inducción,27
9362,ICT-RH-017-19,Sistema de Capacitación,27
9363,PC/001/G,Procedimientos de Calidad,27
9364,PC/002/G,Instrucciones de Trabajo,27
9365,PC/003/G,Control de Documentos,27
9366,PC/004/G,Auditorias Internas ,27
9367,PC/005/G,Acciones Correctivas y Preventivas,27
9368,PC/006/G,Control de Trabajo de Ensayo no Conforme,27
9369,PC/007/G,Revisión por la Dirección,27
9370,PC/009/G,Control  de Equipos de Medición y Materiales de Referencia,27
9371,PC/010/G,Requerimientos del Cliente,27
9372,PC/012/G,Atención de Quejas o Reclamaciones,27
9373,PC/013/G,Control de Registros,27
9374,PC/014/G,Capacitación y Competencia del Personal ,27
9375,PC/016/G,Muestreo Interno de laboratorio,27
9376,Sin Código,Procedimiento Etiquetado (Origen),27
9377,Sin Código,Procedimiento Laboratorio (Origen),27
9378,Sin Código,Procedimiento Inspecciones (Origen),27
9379,Sin Código,Self Reference Report Guideline,27
9380,Sin Código,Risk Assessment - Acceptance of Sample,27
9381,Sin Código,IWP- 001,27
9382,Sin Código,Guideline in Handling Special Project with Client,27
9383,Sin Código,Guideline of Handling Costumer Complaints,27
9384,Sin Código,Guideline for Revise the Test Report,27
9385,Sin Código,Guideline for Handling Test Sample,27
9386,Sin Código,Report Checking Guideline,27
9387,PC-028-G,Mejora Continua e Innovación,27
9388,iLearn,Código de ética,27
9389,HS01,Política y Procedimientos de los Programas de seguridad HS01,27
9390,HS03,Clasificaciones de Accidentes / Incidentes,27
9391,HS03,FR6401B Informe de investigación de accidente/incidente,27
9392,HSAP02,Elaboración de Reportes y Notificación de Accidentes/incidentes HSAP02,27
9393,MSBC-011,Reglas generales de seguridad,27
9394,MS.01,Manual del sistema de gestión ambiental,27
9395,RA44702,Respuesta ante derrames de materiales peligrosos y/o residuos peligrosos,27
9396,PA 01,Control de SOAs PA01,27
9397,HSAP32-CB,Regadera de ojos,27
9398,PA 02,Comunicación PA02,27
9399,PA 03,PRE PA03,27
9400,PA44701,Preparación y respuesta ante emergencias,27
9401,PG 02,"Objetivos, Metas y planes",27
9402,PG 05,"Política, Aspectos ambientales (significativos) y Requerimientos Legales PG05",27
9403,INTERNO 1,1. Planeación,27
9404,INTERNO 2,2. Organización,27
9405,INTERNO 3,3. Dirección,27
9406,INTERNO 4,4. Control,27
9407,INTERNO 5,5. Auto-Administración Y Disciplina,27
9408,INTERNO 6,6. Comunicación,27
9409,INTERNO 7,7. Creatividad / Innovación,27
9410,INTERNO 8,8. Participación E Iniciativa,27
9411,INTERNO 9,9. Habilidad De Mando Y Autoridad,27
9412,INTERNO 10,10. Vitalidad,27
9413,INTERNO 11,11. Liderazgo,27
9414,INTERNO 12,12. Tolerancia A La Frustración,27
9415,INTERNO 13,13. Flexibilidad Al Cambio,27
9416,INTERNO 14,14. Competencias De La Organización,27
9417,INTERNO 15,15. Integridad,27
9418,INTERNO 16,16. Enfoque Comercial,27
9419,INTERNO 17,17. Profesionalismo,27
9420,INTERNO 18,18. Responsabilidad,27
9421,INTERNO 19,19. Servicio Al Cliente,27
9422,INTERNO 20,20. Enfoque A Resultados,27
10369,ICT-RH-019-19,Inducción,41
10370,ICT-RH-017-19,Sistema de Capacitación,41
10371,INTERO,Procedimiento Gastos Fisicos,41
10372,INTERNO 178,Procedimiento CITRIX ,41
10373,iLearn,Código de Ética,41
10374,PC/003/G,Control de Documentos,41
10375,PC/004/G,Auditorias Internas ,41
10376,PC/005/G,Acciones Correctivas y Preventivas,41
10377,PC/006/G,Control de Trabajo de Ensayo no Conforme,41
10378,PC/007/G,Revisión por la Dirección,41
10379,PC/008/G,"Seguridad, Integridad y Confidencialidad",41
10380,PC/012/G,Atención de Quejas o Reclamaciones,41
10381,HS01,Políticas y procedimientos de los programas de seguridad ,41
10382,HS03,Clasificaciones de Accidentes / Incidentes,41
10383,HS03,FR6401B Informe de investigación de accidente/incidente,41
10384,HSAP02,Elaboración de Reportes y Notificación de Accidentes/incidentes ,41
10385,HSAP05,"Comunicación de Riesgos (NOM-005-STPS, NOM-018-STPS) ",41
10386,HSAP06,Plan de Seguridad contra Incendios (NOM-002-STPS) ,41
10387,HSAP12,Plan de Acción de Emergencia (NOM-002-STPS & PIPC) ,41
10388,HSAP13,Plan de Higiene sobre Productos Químicos (NOM-005-STPS),41
10389,HSAP20,Seguridad Del Laboratorio,41
10390,HSAP32-CB,Regadera de ojos,41
10391,MS.01,Manual del sistema de gestión ambiental,41
10392,HSPA36,Reglamento de seguridad e higiene,41
10393,PA 01,Control de SOAs ,41
10394,PA 02,Comunicación ,41
10395,PA 03,PRE ,41
10396,PA44701,Preparación y respuesta ante emergencias,41
10397,RA44702,Respuesta ante derrames de materiales peligrosos y/o residuos peligrosos,41
10398,PG 02,"Objetivos, Metas y planes",41
10399,PG 05,"Política, Aspectos ambientales (significativos) y Requerimientos Legales ",41
10400,MSBC-011,Reglas generales de seguridad,41
10401,INTERNO 1,1. Planeación,41
10402,INTERNO 2,2. Organización,41
10403,INTERNO 3,3. Dirección,41
10404,INTERNO 4,4. Control,41
10405,INTERNO 5,5. Auto-Administración y Disciplina,41
10406,INTERNO 6,6. Comunicación,41
10407,INTERNO 7,7. Creatividad / Innovación,41
10408,INTERNO 8,8. Participación e Iniciativa,41
10409,INTERNO 9,9. Habilidad de Mando y Autoridad,41
10410,INTERNO 10,10. Vitalidad,41
10411,INTERNO 11,11. Liderazgo,41
10412,INTERNO 12,12. Tolerancia a la Frustración,41
10413,INTERNO 13,13. Flexibilidad al Cambio,41
10414,INTERNO 14,14. Competencias de la Organización,41
10415,INTERNO 15,15. Integridad,41
10416,INTERNO 16,16. Enfoque Comercial,41
10417,INTERNO 17,17. Profesionalismo,41
10418,INTERNO 18,18. Responsabilidad,41
10419,INTERNO 19,19. Servicio al Cliente,41
10420,INTERNO 20,20. Enfoque a Resultados,41
10421,ICT-RH-019-19,Inducción,42
10422,INTERNO 201,Procedimiento Gastos Fisicos,42
10423,INTERNO 208,Procedimiento para cargar reportes a PeopleSoft,42
10424,INTERNO 178,Procedimiento CITRIX ,42
10425,INTERNO 206,Procedimiento para cargar reportes a FileZilla,42
10426,INTERNO 205,Procedimiento para cargar reportes a DataLink,42
10427,INTERNO 209,Procedimiento para cargar reportes a Trade Stone,42
10428,INTERNO 207,Procedimiento para cargar reportes a JobTracking,42
10429,iLearn,Código de Ética,42
10430,PC/001/G,Procedimientos de Calidad,42
10431,PC/002/G,Instrucciones de Trabajo,42
10432,PC/003/G,Control de Documentos,42
10433,PC/004/G,Auditorias Internas ,42
10434,PC/005/G,Acciones Correctivas y Preventivas,42
10435,PC/006/G,Control de Trabajo de Ensayo no Conforme,42
10436,PC/010/G,Requerimientos del Cliente,42
10437,HS01,Políticas y procedimientos de los programas de seguridad ,42
10438,HSAP05,"Comunicación de Riesgos (NOM-005-STPS, NOM-018-STPS) ",42
10439,HSAP06,Plan de Seguridad contra Incendios (NOM-002-STPS) ,42
10440,HSAP12,Plan de Acción de Emergencia (NOM-002-STPS & PIPC) ,42
10441,HSAP13,Plan de Higiene sobre Productos Químicos (NOM-005-STPS),42
10442,HSAP20,Seguridad Del Laboratorio,42
10443,HSAP32-CB,Regadera de ojos,42
10444,MS.01,Manual del sistema de gestión ambiental,42
10445,HSPA36,Reglamento de seguridad e higiene,42
10446,PA 01,Control de SOAs ,42
10447,PA44701,Preparación y respuesta ante emergencias,42
10448,RA44702,Respuesta ante derrames de materiales peligrosos y/o residuos peligrosos,42
10449,PG 02,"Objetivos, Metas y planes",42
10450,PG 05,"Política, Aspectos ambientales (significativos) y Requerimientos Legales ",42
10451,MSBC-011,Reglas generales de seguridad,42
10452,INTERNO 1,1. Planeación,42
10453,INTERNO 2,2. Organización,42
10454,INTERNO 3,3. Dirección,42
10455,INTERNO 4,4. Control,42
10456,INTERNO 5,5. Auto-Administración y Disciplina,42
10457,INTERNO 6,6. Comunicación,42
10458,INTERNO 7,7. Creatividad / Innovación,42
10459,INTERNO 8,8. Participación e Iniciativa,42
10460,INTERNO 9,9. Habilidad de Mando y Autoridad,42
10461,INTERNO 10,10. Vitalidad,42
10462,INTERNO 11,11. Liderazgo,42
10463,INTERNO 12,12. Tolerancia a la Frustración,42
10464,INTERNO 13,13. Flexibilidad al Cambio,42
10465,INTERNO 14,14. Competencias de la Organización,42
10466,INTERNO 15,15. Integridad,42
10467,INTERNO 16,16. Enfoque Comercial,42
10468,INTERNO 17,17. Profesionalismo,42
10469,INTERNO 18,18. Responsabilidad,42
10470,INTERNO 19,19. Servicio al Cliente,42
10471,INTERNO 20,20. Enfoque a Resultados,42
10472,ICT-RH-019-19,Inducción,43
10473,INTERNO 201,Procedimiento Gastos Fisicos,43
10474,INTERNO 208,Procedimiento para cargar reportes a PeopleSoft,43
10475,INTERNO 188,Procedimiento de inspección Jay Franco (Softlines),43
10476,INTERNO 195,Procedimiento de inspección Redwing  (Softlines),43
10477,INTERNO 189,Procedimiento de inspección Kohl´s (Softlines),43
10478,INTERNO 192,Procedimiento de inspección para separación 100% WM (Softlines),43
10479,INTERNO 197,Procedimiento de inspección True Religion  (Softlines),43
10480,INTERNO 183,Procedimiento de inspección Ascena Global Sourcing (Softlines),43
10481,INTERNO 194,Procedimiento de inspección QVC (Softlines),43
10482,INTERNO 211,Procedimiento para recoleccion de muestras. (Hardlines),43
10483,INTERNO 190,Procedimiento de inspección Lowes (Hardlines),43
10484,INTERNO 186,Procedimiento de inspección Dollar General (Hardlines),43
10485,INTERNO 187,Procedimiento de inspección Family Dollar  (Hardlines),43
10486,INTERNO 196,Procedimiento de inspección The Home Depot (Hardlines),43
10487,INTERNO 191,Procedimiento de inspección MIGROS (Hardlines),43
10488,INTERNO 182,Procedimiento de inspecció de carga  (Hardlines),43
10489,INTERNO 185,Procedimiento de inspección CARTIER (Hardlines),43
